pix,year,for_age_2003,for_con_2003,for_pro,elev,p1_trend,p1_trend_slope,trend_20yrs,delta_for_age_lag3,delta_for_con_lag3,delta_cmi_sm_lag3,delta_dd5_wt_lag3,delta_for_age_lag2,delta_for_con_lag2,delta_cmi_sm_lag2,delta_dd5_wt_lag2,delta_for_age_lag1,delta_for_con_lag1,delta_cmi_sm_lag1,delta_dd5_wt_lag1,delta_for_age,delta_for_con,delta_cmi_sm,delta_dd5_wt,fire,harv,insc,gfc,canlad,count_brk_neg,sum_brk_magnitude_neg,avg_brk_magnitude_neg,count_brk_pos,sum_brk_magnitude_pos,avg_brk_magnitude_pos
830,2003,83.331,61.161,0,265.44,2,-3.555,,,,-5.423,0.0,-2.02,-0.982,4.91,2.0,-1.01,-0.491,6.853,-3.0,-4.04,-1.965,3.785,2.0,0,0,0,2,2,,,,,,
844,2003,74.705,60.245,0,303.741,2,-12.833,1,,,-5.222,0.0,-3.128,-4.471,4.998,2.0,-1.564,-2.235,6.838,-3.0,-6.254,-8.943,3.676,2.0,0,2,0,2,3,,,,,,
853,2003,86.126,69.025,0,257.241,2,-3.622,,,,-5.081,0.0,-2.275,-2.401,5.034,2.0,-1.137,-1.2,6.73,-3.0,-4.552,-4.803,3.531,2.0,0,0,0,2,0,,,,,,
854,2003,90.39,68.254,0,260.719,2,-7.174,,,,-5.07,0.0,-2.245,-2.654,5.042,2.0,-1.123,-1.327,6.73,-3.0,-4.489,-5.307,3.528,2.0,0,0,0,2,0,,,,,,
71669,2003,83.339,61.945,1,305.269,2,-4.255,,,,-7.596,0.0,0.209,3.245,4.166,2.0,0.104,1.623,6.097,-3.935,0.418,6.488,5.1,3.0,0,0,0,1,0,,,,,,
71673,2003,76.356,58.803,1,336.195,2,-3.758,,,,-7.594,0.0,3.355,0.827,4.182,2.0,1.677,0.413,6.088,-3.022,6.711,1.655,5.117,3.0,0,0,0,0,0,,,,,,
71700,2003,80.509,67.391,0,300.225,2,-3.528,,,,-7.416,0.0,0.767,-4.29,4.199,2.0,0.384,-2.145,5.875,-3.0,1.532,-8.581,4.857,3.0,0,0,0,0,0,,,,,,
71701,2003,72.46,69.858,0,299.621,2,-3.099,8,,,-7.413,0.0,0.061,-2.956,4.198,2.0,0.031,-1.478,5.87,-3.0,0.123,-5.911,4.855,3.0,0,0,0,0,0,,,,,,
71782,2003,85.987,28.071,0,253.384,2,-4.376,1,,,-6.48,0.0,0.768,-1.152,4.807,2.0,0.384,-0.576,5.591,-3.796,1.538,-2.304,4.241,3.0,0,0,0,1,0,,,,,,
71872,2003,89.802,78.358,0,223.84,2,-3.736,,,,-5.396,-0.934,-2.581,-0.762,5.537,1.695,-1.29,-0.381,5.353,-5.0,-5.162,-1.524,3.549,4.0,0,0,0,0,1,,,,,,
71881,2003,72.099,68.623,0,188.07,2,-3.324,,,,-5.302,-1.0,1.115,0.579,5.607,1.0,0.557,0.289,5.304,-5.0,2.232,1.16,3.449,4.0,0,0,0,0,0,,,,,,
71884,2003,68.958,80.397,1,169.664,2,-4.011,,,,-5.275,-1.0,-1.312,1.964,5.627,1.0,-0.656,0.982,5.295,-5.0,-2.624,3.927,3.414,4.0,0,0,0,0,0,,,,,,
71885,2003,78.554,81.657,1,172.15,2,-3.483,,,,-5.267,-1.0,0.568,0.291,5.639,1.0,0.284,0.145,5.309,-5.0,1.135,0.582,3.415,4.0,0,0,0,0,0,,,,,,
72543,2003,74.172,24.196,0,396.601,2,-4.199,1,,,-7.816,0.0,-1.22,5.102,4.154,2.0,-0.61,2.551,7.203,-4.0,-2.438,10.205,5.846,4.0,0,1,0,2,0,,,,,,
72544,2003,86.147,18.492,0,392.959,2,-3.79,1,,,-7.825,0.0,-6.302,5.783,4.142,2.0,-3.151,2.892,7.187,-4.0,-12.603,11.566,5.846,4.0,0,1,0,1,0,,,,,,
72808,2003,80.898,25.136,0,256.926,2,-3.706,,,,-6.526,0.0,1.908,0.192,4.783,2.0,0.954,0.096,5.569,-3.927,3.816,0.384,4.267,3.0,0,0,0,2,0,,,,,,
72909,2003,69.277,65.21,0,193.754,2,-3.149,,,,-5.319,-1.0,1.132,-0.896,5.608,1.0,0.566,-0.448,5.298,-5.0,2.264,-1.792,3.461,4.0,0,0,0,0,0,,,,,,
73561,2003,88.362,29.631,0,421.826,2,-4.436,,,,-7.721,0.0,-3.841,1.701,4.243,2.0,-1.92,0.85,7.301,-3.418,-7.683,3.402,5.845,4.0,0,0,0,0,0,,,,,,
73563,2003,83.702,22.146,0,409.17,2,-3.782,1,,,-7.739,0.0,2.628,-0.489,4.227,2.0,1.314,-0.245,7.277,-4.0,5.258,-0.978,5.84,4.0,0,0,0,0,0,,,,,,
73564,2003,85.669,23.185,0,402.959,2,-3.939,1,,,-7.745,0.0,0.067,0.639,4.22,2.0,0.034,0.319,7.265,-4.0,0.134,1.278,5.834,4.0,0,0,0,1,0,,,,,,
73566,2003,80.548,19.427,0,416.169,2,-5.661,1,,,-7.779,0.0,1.415,3.397,4.192,2.0,0.708,1.699,7.254,-3.807,2.829,6.793,5.851,4.0,0,0,0,3,0,,,,,,
73572,2003,82.788,31.064,1,398.34,2,-3.209,1,,,-7.838,0.0,-5.12,2.898,4.133,2.0,-2.56,1.449,7.182,-4.0,-10.24,5.797,5.846,4.0,0,0,0,2,0,,,,,,
73573,2003,,,1,387.191,2,-4.745,1,,,-7.846,0.0,,,4.127,2.0,,,7.163,-4.0,,,5.838,4.0,0,0,0,1,0,,,,,,
73716,2003,71.575,68.215,1,317.477,2,-3.054,,,,-7.683,0.0,-0.522,-1.345,4.152,2.0,-0.261,-0.673,6.14,-4.0,-1.045,-2.691,5.184,3.0,0,0,0,0,0,,,,,,
73721,2003,74.147,49.631,1,350.528,2,-5.735,,,,-7.67,0.0,0.983,1.326,4.166,2.0,0.491,0.663,6.122,-3.218,1.967,2.653,5.187,3.0,0,0,0,0,0,,,,,,
73802,2003,77.961,73.883,0,283.999,2,-3.229,,,,-6.945,0.0,-1.564,-2.831,4.482,2.0,-0.782,-1.416,5.603,-3.0,-3.128,-5.661,4.516,3.0,0,1,0,2,0,,,,,,
73942,2003,82.672,67.135,0,173.057,2,-3.845,2,,,-5.294,-1.0,-1.355,4.077,5.64,1.0,-0.677,2.038,5.275,-5.0,-2.708,8.156,3.424,4.0,0,0,0,0,0,,,,,,
73944,2003,89.073,69.862,1,196.37,2,-4.413,,,,-5.271,-0.922,1.684,1.242,5.669,1.078,0.842,0.621,5.335,-4.995,3.369,2.483,3.433,4.0,0,0,0,0,0,,,,,,
73945,2003,98.123,68.834,1,231.87,2,-4.017,,,,-5.258,-0.578,-0.104,1.199,5.692,1.422,-0.052,0.599,5.406,-4.83,-0.207,2.398,3.463,3.943,0,0,0,0,0,,,,,,
6975,2003,78.426,31.294,0,311.556,2,-4.947,1,,,-5.854,0.0,0.797,2.396,4.723,2.0,0.398,1.198,6.839,-2.956,1.594,4.792,4.091,2.0,0,0,0,2,2,,,,,,
8002,2003,78.952,27.935,0,339.148,2,-7.064,1,,,-5.877,0.0,2.841,0.79,4.718,2.0,1.421,0.395,6.818,-2.04,5.682,1.58,4.117,2.0,0,0,0,2,2,,,,,,
8162,2003,78.436,24.024,0,236.799,2,-3.626,1,,,-3.72,0.0,1.218,0.172,5.715,2.0,0.609,0.086,6.448,-4.0,2.437,0.344,2.565,3.0,0,1,0,1,0,,,,,,
9027,2003,69.929,35.49,0,332.169,2,-3.163,1,,,-5.942,0.0,-2.208,-1.342,4.697,2.0,-1.104,-0.671,6.816,-2.257,-4.416,-2.684,4.159,2.0,0,0,0,0,0,,,,,,
9068,2003,89.409,64.716,0,315.323,2,-5.524,5,,,-5.379,0.0,1.349,-3.067,4.97,2.0,0.675,-1.533,6.733,-3.0,2.698,-6.134,3.762,2.0,0,0,0,3,0,,,,,,
58497,2003,76.817,71.523,0,213.591,2,-3.107,1,,,-5.246,-0.281,4.153,-2.778,5.472,2.0,2.077,-1.389,5.578,-4.281,8.304,-5.556,3.478,3.396,0,0,0,2,2,,,,,,
58518,2003,72.343,30.391,0,287.0,2,-3.78,1,,,-4.996,0.0,-1.835,-1.96,5.652,2.0,-0.917,-0.98,5.689,-4.0,-3.669,-3.92,3.375,3.0,0,0,0,1,0,,,,,,
58548,2003,74.212,24.487,0,232.736,2,-3.753,1,,,-4.677,0.0,0.014,-1.016,5.883,2.0,0.007,-0.508,5.715,-5.0,0.028,-2.033,3.131,4.0,0,0,0,0,0,,,,,,
59499,2003,84.922,77.094,0,266.699,2,-3.489,,,,-5.594,0.0,0.314,2.639,5.28,2.0,0.157,1.32,5.709,-4.0,0.627,5.276,3.736,3.0,0,0,0,0,0,,,,,,
59523,2003,83.297,69.76,0,226.048,2,-3.056,1,,,-5.294,0.0,1.127,0.037,5.469,2.0,0.563,0.018,5.589,-4.042,2.254,0.075,3.519,3.14,0,0,0,2,1,,,,,,
59525,2003,83.198,63.722,0,228.609,2,-6.497,,,,-5.265,0.0,1.251,-5.795,5.477,2.0,0.625,-2.898,5.586,-4.0,2.503,-11.592,3.503,3.038,0,0,0,1,1,,,,,,
5993,2003,79.759,42.57,0,279.939,2,-4.199,,,,-5.181,0.0,1.508,2.793,5.031,2.0,0.754,1.396,6.685,-3.0,3.016,5.588,3.606,2.0,0,0,0,2,0,,,,,,
6004,2003,87.339,66.542,0,272.616,2,-3.821,,,,-5.025,0.0,-2.789,2.172,5.108,2.0,-1.395,1.086,6.636,-3.0,-5.578,4.342,3.501,2.0,0,0,0,1,0,,,,,,
6130,2003,91.914,20.555,0,207.979,2,-4.202,1,,,-3.431,0.0,-0.231,-1.888,5.838,2.0,-0.116,-0.944,6.502,-4.502,-0.461,-3.777,2.373,3.0,0,1,0,3,3,,,,,,
7030,2003,89.714,64.999,1,266.1,2,-2.826,,,,-5.076,0.0,-5.01,-1.707,5.103,2.0,-2.505,-0.854,6.623,-3.0,-10.018,-3.414,3.53,2.0,0,0,0,1,0,,,,,,
9069,2003,84.311,69.39,0,308.789,2,-5.025,1,,,-5.366,0.0,0.32,-2.851,4.974,2.0,0.16,-1.426,6.718,-3.0,0.64,-5.703,3.745,2.0,0,0,0,3,1,,,,,,
9074,2003,85.736,45.95,0,295.888,2,-8.555,1,,,-5.291,0.0,-4.852,-1.609,5.003,2.0,-2.426,-0.804,6.672,-3.0,-9.703,-3.22,3.681,2.0,0,1,0,3,4,,,,,,
84229,2003,74.303,61.813,0,182.093,2,-4.009,,,,-5.426,-0.896,-0.575,0.417,5.691,1.104,-0.287,0.208,5.171,-4.896,-1.149,0.835,3.489,3.896,0,0,0,0,0,,,,,,
84881,2003,121.932,13.072,0,461.025,2,-4.467,1,,,-8.021,0.0,-6.979,0.719,4.027,2.0,-3.49,0.359,7.028,-3.0,-13.958,1.438,5.88,3.0,0,0,0,1,0,,,,,,
85074,2003,80.13,74.205,1,295.186,2,-4.192,,,,-7.59,0.0,2.286,-0.355,4.154,2.0,1.143,-0.178,5.6,-4.0,4.573,-0.709,4.877,3.0,0,0,0,0,0,,,,,,
85085,2003,70.149,67.155,0,296.177,2,-2.519,,,,-7.489,0.0,6.0,-3.17,4.237,2.0,3.0,-1.585,5.614,-4.0,12.001,-6.34,4.836,3.0,0,0,0,0,0,,,,,,
85093,2003,75.261,61.028,0,295.208,2,-3.089,,,,-7.379,0.0,0.981,-10.885,4.294,2.0,0.491,-5.443,5.567,-4.0,1.961,-21.771,4.769,3.0,0,1,0,2,1,,,,,,
85099,2003,83.166,31.406,0,316.097,2,-4.344,,,,-7.3,0.0,-4.222,-0.814,4.345,2.0,-2.111,-0.407,5.504,-3.0,-8.444,-1.628,4.732,3.0,0,1,0,2,2,,,,,,
85100,2003,70.161,27.581,0,318.909,2,-3.321,1,,,-7.285,0.0,-0.043,-1.095,4.357,2.0,-0.022,-0.548,5.502,-3.0,-0.085,-2.19,4.728,3.0,0,1,0,2,2,,,,,,
85101,2003,67.753,25.005,0,325.153,2,-3.618,1,,,-7.281,0.0,1.309,-1.02,4.372,2.0,0.655,-0.51,5.511,-3.0,2.617,-2.039,4.733,3.0,0,1,0,2,2,,,,,,
85112,2003,94.638,35.261,0,299.512,2,-4.791,1,,,-7.126,0.0,0.654,-2.819,4.466,2.0,0.327,-1.409,5.433,-3.0,1.309,-5.639,4.609,3.0,0,1,0,1,3,,,,,,
85113,2003,87.884,47.273,0,290.839,2,-3.915,1,,,-7.109,0.0,0.841,-7.516,4.47,2.0,0.421,-3.758,5.409,-3.383,1.683,-15.031,4.583,3.0,0,0,0,1,1,,,,,,
85233,2003,104.25,74.459,0,263.812,2,-4.803,,,,-5.746,0.0,-5.049,-0.98,5.546,2.0,-2.524,-0.49,5.272,-4.0,-10.098,-1.959,3.825,3.0,0,0,0,0,0,,,,,,
85257,2003,68.86,61.929,0,191.311,2,-3.586,,,,-5.445,-0.926,-1.623,0.064,5.697,1.074,-0.811,0.032,5.179,-4.926,-3.245,0.13,3.514,3.926,0,0,0,0,0,,,,,,
85258,2003,71.262,59.369,0,188.218,2,-3.668,2,,,-5.438,-0.551,-0.126,1.748,5.704,1.449,-0.063,0.874,5.176,-4.551,-0.252,3.497,3.504,3.551,0,0,0,0,0,,,,,,
85274,2003,69.188,29.624,0,267.084,2,-3.2,1,,,-5.287,-0.032,5.866,-1.533,5.927,1.753,2.933,-0.766,5.333,-4.616,11.733,-3.068,3.525,4.0,0,0,0,0,0,,,,,,
85302,2003,94.095,50.741,0,242.399,2,-3.891,,,,-4.976,-1.0,1.526,3.333,6.163,1.0,0.763,1.667,5.438,-5.0,3.054,6.667,3.261,4.0,0,0,0,0,0,,,,,,
85856,2003,99.399,22.094,1,384.84,2,-4.115,,,,-7.334,-0.093,4.155,2.468,4.586,2.338,2.077,1.234,7.605,-3.832,8.311,4.938,5.64,3.338,0,0,0,0,0,,,,,,
85909,2003,113.491,17.889,0,453.471,2,-5.466,,,,-8.032,0.0,-6.953,1.153,4.03,2.0,-3.476,0.576,7.015,-3.0,-13.904,2.306,5.873,3.059,0,0,0,1,0,,,,,,
85914,2003,87.589,37.044,0,432.688,2,-3.599,,,,-8.088,0.0,-0.826,-0.413,3.977,2.0,-0.413,-0.206,6.951,-3.27,-1.653,-0.828,5.866,3.945,0,0,0,0,0,,,,,,
85915,2003,93.878,22.234,0,432.587,2,-4.734,1,,,-8.099,0.0,2.42,1.856,3.967,2.0,1.21,0.928,6.937,-3.0,4.842,3.711,5.867,4.0,0,0,0,0,0,,,,,,
85916,2003,100.69,20.005,0,434.533,2,-4.204,1,,,-8.108,0.0,-1.924,0.199,3.951,2.0,-0.962,0.1,6.924,-3.157,-3.85,0.396,5.87,4.0,0,0,0,0,0,,,,,,
86122,2003,82.781,43.18,0,296.914,2,-2.5,1,,,-7.38,0.0,-2.166,-5.599,4.296,2.0,-1.083,-2.799,5.531,-4.0,-4.33,-11.198,4.763,3.0,0,0,0,2,1,,,,,,
86123,2003,83.823,39.712,0,298.578,2,-3.196,1,,,-7.364,0.0,-2.404,-6.171,4.301,2.0,-1.202,-3.086,5.519,-3.959,-4.809,-12.342,4.753,3.0,0,0,0,2,1,,,,,,
86127,2003,86.319,28.822,0,315.273,2,-3.233,1,,,-7.317,0.0,-2.749,-0.037,4.343,2.0,-1.375,-0.019,5.489,-3.0,-5.499,-0.074,4.741,3.0,0,0,0,2,2,,,,,,
86141,2003,86.983,27.065,0,292.475,2,-3.872,1,,,-7.127,0.0,1.894,0.052,4.469,2.0,0.947,0.026,5.401,-3.317,3.786,0.104,4.595,3.0,0,0,0,1,0,,,,,,
86150,2003,95.557,37.008,0,271.969,2,-5.004,1,,,-7.023,0.0,-2.027,-3.276,4.554,2.0,-1.014,-1.638,5.374,-4.0,-4.054,-6.553,4.524,3.0,0,1,0,3,2,,,,,,
86151,2003,77.994,49.755,0,268.781,2,-5.399,1,,,-7.009,0.0,0.04,-4.745,4.563,2.0,0.02,-2.372,5.37,-4.0,0.08,-9.489,4.513,3.0,0,1,0,2,2,,,,,,
86152,2003,80.825,62.038,0,264.072,2,-4.639,1,,,-6.993,0.0,4.819,-2.238,4.574,2.0,2.409,-1.119,5.368,-4.0,9.637,-4.477,4.496,3.0,0,1,0,1,2,,,,,,
23422,2003,84.291,40.212,0,321.787,2,-3.437,,,,-6.186,0.0,-4.413,-0.914,4.659,2.0,-2.207,-0.457,6.596,-2.754,-8.826,-1.826,4.258,2.0,0,1,0,3,4,,,,,,
82823,2003,81.872,33.01,0,449.739,2,-3.649,5,,,-7.969,0.0,1.682,0.985,4.059,2.0,0.841,0.492,7.077,-3.0,3.364,1.97,5.877,3.181,0,0,0,1,0,,,,,,
82824,2003,104.364,16.099,0,463.081,2,-4.045,1,,,-7.981,0.0,-0.822,1.813,4.04,2.0,-0.411,0.906,7.064,-3.0,-1.645,3.625,5.884,3.0,0,0,0,0,0,,,,,,
87359,2003,78.012,58.513,0,226.441,2,-5.037,,,,-5.01,-0.558,2.781,1.168,6.165,1.442,1.391,0.584,5.372,-4.558,5.56,2.337,3.259,3.558,0,1,0,0,0,,,,,,
87910,2003,97.854,25.079,1,365.912,2,-5.09,1,,,-7.349,0.0,14.97,0.598,4.612,2.119,7.485,0.299,7.62,-4.0,29.94,1.197,5.615,3.881,0,0,0,0,0,,,,,,
88116,2003,93.267,19.782,0,430.21,2,-4.08,1,,,-7.952,0.0,2.828,-0.164,4.104,2.0,1.414,-0.082,5.908,-2.161,5.658,-0.328,5.369,3.0,0,0,0,1,0,,,,,,
88169,2003,74.704,43.186,0,292.063,2,-4.849,,,,-7.533,0.0,4.909,5.196,4.214,2.0,2.455,2.598,5.538,-4.0,9.818,10.391,4.841,3.131,0,0,0,0,0,,,,,,
88181,2003,78.713,28.351,0,330.061,2,-4.534,8,,,-7.402,0.0,-1.652,-1.736,4.336,2.0,-0.826,-0.868,5.505,-3.0,-3.304,-3.47,4.804,3.0,0,0,0,2,0,,,,,,
88336,2003,103.845,69.465,0,225.599,2,-5.639,,,,-5.574,-1.0,-3.011,-1.377,5.674,1.0,-1.506,-0.689,5.177,-5.0,-6.024,-2.754,3.64,4.0,0,0,0,0,0,,,,,,
89128,2003,80.744,30.821,0,381.375,2,-4.379,,,,-7.982,0.0,-1.416,3.037,4.032,2.0,-0.708,1.519,5.96,-3.0,-2.831,6.074,5.351,3.0,0,0,0,2,0,,,,,,
89204,2003,77.217,43.001,1,277.69,2,-2.765,,,,-7.443,0.0,1.891,0.403,4.262,2.0,0.946,0.201,5.483,-4.0,3.782,0.807,4.773,3.758,0,0,0,1,0,,,,,,
89209,2003,82.504,27.268,0,327.944,2,-3.092,1,,,-7.417,0.0,4.998,-0.398,4.331,2.0,2.499,-0.199,5.483,-3.0,9.995,-0.796,4.809,3.0,0,0,0,1,0,,,,,,
89210,2003,91.862,30.657,0,318.485,2,-3.082,,,,-7.392,0.0,2.796,-0.633,4.333,2.0,1.398,-0.317,5.46,-3.0,5.592,-1.267,4.779,3.0,0,0,0,2,0,,,,,,
89214,2003,78.891,26.039,0,334.588,2,-3.909,,,,-7.367,0.0,-2.115,-0.127,4.391,2.0,-1.057,-0.063,5.473,-3.0,-4.23,-0.254,4.795,3.0,0,0,0,0,0,,,,,,
89226,2003,85.006,27.551,0,306.42,2,-4.867,1,,,-7.199,0.0,1.878,0.023,4.483,2.0,0.939,0.011,5.396,-3.068,3.757,0.045,4.658,3.0,0,0,0,1,0,,,,,,
89949,2003,,,1,409.987,2,-4.789,,,,-7.17,-0.652,,,4.77,1.607,,,7.8,-3.652,,,5.589,3.652,0,0,0,0,0,,,,,,
58494,2003,78.095,71.913,1,201.244,2,-4.833,,,,-5.286,-0.48,-2.236,-1.505,5.451,1.52,-1.118,-0.753,5.567,-4.848,-4.471,-3.009,3.499,3.848,0,0,0,2,0,,,,,,
59441,2003,88.29,33.968,0,373.329,2,-3.393,,,,-6.335,0.0,-2.785,-0.306,4.843,2.0,-1.392,-0.153,5.905,-3.0,-5.57,-0.611,4.298,2.0,0,0,0,2,2,,,,,,
29504,2003,72.207,51.343,0,377.387,2,-3.49,,,,-7.059,0.0,1.022,-6.393,4.446,2.0,0.511,-3.197,7.005,-2.713,2.043,-12.785,5.165,2.967,0,1,0,1,1,,,,,,
29646,2003,87.561,61.641,0,321.485,2,-3.58,,,,-5.534,0.0,3.729,-0.39,5.05,2.0,1.865,-0.195,6.327,-3.0,7.46,-0.779,3.812,2.0,0,0,0,0,0,,,,,,
29669,2003,77.656,39.747,0,263.602,2,-4.097,5,,,-5.227,0.0,-2.213,2.462,5.201,2.0,-1.107,1.231,6.228,-3.0,-4.425,4.924,3.562,3.0,0,0,0,0,1,,,,,,
29675,2003,85.119,47.278,0,270.224,2,-3.783,2,,,-5.148,0.0,2.095,3.129,5.248,2.0,1.048,1.564,6.218,-3.0,4.19,6.259,3.516,3.0,0,0,0,0,0,,,,,,
30540,2003,66.125,34.037,1,368.237,2,-3.821,,,,-7.017,0.0,-4.121,-0.621,4.434,2.0,-2.061,-0.311,6.908,-3.0,-8.242,-1.243,5.078,3.0,0,0,0,0,0,,,,,,
30541,2003,81.194,36.915,1,376.481,2,-4.521,,,,-7.01,0.0,-3.764,-1.173,4.431,2.0,-1.882,-0.587,6.905,-2.796,-7.528,-2.345,5.073,2.796,0,0,0,0,0,,,,,,
30582,2003,79.664,60.726,0,325.136,2,-3.875,,,,-6.756,0.0,1.189,-2.766,4.495,2.0,0.595,-1.383,6.592,-3.0,2.377,-5.534,4.672,3.0,0,0,0,3,1,,,,,,
30734,2003,76.099,62.65,0,260.224,2,-3.081,,,,-4.755,0.0,-2.902,1.196,5.449,2.0,-1.451,0.598,6.128,-4.0,-5.802,2.392,3.24,3.0,0,0,0,0,0,,,,,,
140283,2003,78.927,15.268,0,453.647,2,-3.779,1,,,-7.073,0.0,7.593,0.632,4.857,2.0,3.797,0.316,7.843,-4.0,15.186,1.263,4.898,4.0,0,0,0,1,0,,,,,,
140291,2003,96.716,14.885,0,416.095,2,-4.763,,,,-7.196,0.0,-8.637,3.898,4.8,2.0,-4.319,1.949,7.755,-4.0,-17.273,7.796,4.964,4.0,0,1,0,1,0,,,,,,
140293,2003,108.629,22.739,0,405.884,2,-3.959,,,,-7.228,0.0,-1.857,-1.012,4.783,2.0,-0.928,-0.506,7.73,-4.0,-3.714,-2.024,4.978,4.0,0,1,0,1,0,,,,,,
140331,2003,76.099,57.17,0,415.155,2,-4.543,1,,,-7.805,0.0,-6.851,-7.516,4.395,2.0,-3.426,-3.758,7.225,-4.0,-13.701,-15.033,5.267,3.602,0,0,0,0,0,,,,,,
24565,2003,91.084,57.388,0,258.684,2,-3.129,5,,,-4.632,0.0,-0.568,-0.005,5.427,2.0,-0.284,-0.003,6.231,-4.0,-1.137,-0.008,3.153,3.0,0,0,0,1,1,,,,,,
59411,2003,77.457,47.759,0,364.669,2,-5.862,,,,-6.741,0.0,-0.438,3.373,4.607,2.0,-0.219,1.687,6.005,-2.947,-0.877,6.746,4.549,2.0,0,0,0,1,0,,,,,,
71512,2003,66.337,34.131,1,394.345,2,-5.132,,,,-7.766,0.0,4.162,-2.979,4.194,2.0,2.081,-1.49,7.247,-4.0,8.324,-5.958,5.838,4.0,0,0,0,2,0,,,,,,
217845,2003,73.1,72.643,0,194.154,2,-3.365,,,,-8.261,-1.0,1.039,-2.618,5.454,2.0,0.52,-1.309,3.137,-6.0,2.078,-5.238,4.874,5.0,0,0,0,0,0,,,,,,
179676,2003,,,1,378.798,2,-5.787,,,,-9.056,0.0,,,3.984,1.0,,,4.062,-3.0,,,5.618,3.0,0,0,0,0,0,,,,,,
179685,2003,88.555,50.912,1,439.284,2,-4.159,,,,-8.963,0.0,1.669,-1.225,4.087,2.0,0.835,-0.613,4.054,-3.0,3.338,-2.452,5.623,3.0,0,0,0,0,0,,,,,,
179686,2003,84.208,47.208,1,444.79,2,-4.707,5,,,-8.953,0.0,2.167,0.226,4.099,2.0,1.083,0.113,4.057,-3.0,4.334,0.452,5.628,3.0,0,0,0,0,0,,,,,,
179687,2003,86.239,36.897,1,448.983,2,-4.591,,,,-8.944,0.0,2.148,-0.881,4.111,2.0,1.074,-0.44,4.064,-3.0,4.294,-1.763,5.633,3.0,0,0,0,1,0,,,,,,
179694,2003,94.057,70.767,0,408.912,2,-7.56,1,,,-8.882,0.0,-2.075,-2.568,4.208,2.0,-1.038,-1.284,4.04,-3.0,-4.148,-5.135,5.584,3.0,0,0,0,2,2,,,,,,
179698,2003,92.725,61.193,0,409.176,2,-4.704,,,,-8.838,0.0,-2.197,-0.422,4.254,2.0,-1.098,-0.211,4.045,-3.0,-4.394,-0.846,5.568,3.0,0,0,0,0,0,,,,,,
179786,2003,,,0,349.192,2,-9.38,1,,,-7.925,-1.0,,,5.238,1.0,,,3.84,-4.0,,,5.115,3.368,0,0,0,3,1,,,,,,
179788,2003,85.125,36.159,0,349.935,2,-8.39,1,,,-7.914,-1.0,-2.449,4.333,5.263,1.0,-1.225,2.167,3.837,-4.0,-4.9,8.665,5.114,3.474,0,0,0,3,0,,,,,,
179798,2003,79.576,26.223,0,328.063,2,-5.294,1,,,-7.814,-1.0,2.289,-1.194,5.372,1.0,1.145,-0.597,3.836,-4.0,4.577,-2.386,5.053,4.0,0,0,0,1,0,,,,,,
179846,2003,90.666,25.773,0,321.81,2,-6.762,1,,,-7.318,0.0,1.605,0.552,5.968,2.0,0.803,0.276,3.959,-4.0,3.21,1.105,4.731,3.0,0,0,0,2,1,,,,,,
179877,2003,95.617,44.866,0,246.789,2,-4.141,,,,-6.963,0.0,-3.076,0.557,6.376,2.0,-1.538,0.278,4.114,-5.0,-6.151,1.115,4.364,3.968,0,0,0,0,0,,,,,,
180442,2003,101.986,38.032,0,436.094,2,-4.44,5,,,-8.506,0.0,-2.2,-2.894,3.948,2.0,-1.1,-1.447,6.593,-3.387,-4.398,-5.786,5.185,3.019,0,0,0,0,0,,,,,,
180498,2003,128.191,7.778,0,492.85,2,-5.009,1,,,-9.446,0.513,-6.525,4.083,3.2,1.837,-3.263,2.041,5.567,-3.163,-13.049,8.167,5.759,3.163,0,0,0,1,0,,,,,,
180526,2003,96.926,41.726,0,446.815,2,-3.507,,,,-9.663,0.0,3.91,-2.295,2.981,2.0,1.955,-1.148,5.267,-3.0,7.82,-4.591,5.845,3.0,0,0,0,0,0,,,,,,
180528,2003,104.195,32.351,0,452.595,2,-3.981,,,,-9.663,0.0,-2.942,-1.215,2.989,2.0,-1.471,-0.608,5.257,-3.0,-5.884,-2.431,5.847,3.0,0,0,0,0,0,,,,,,
180576,2003,93.38,31.03,0,442.333,2,-5.572,5,,,-9.611,0.0,-1.933,1.768,3.306,1.0,-0.967,0.884,4.938,-3.729,-3.865,3.537,5.876,4.0,0,1,0,2,1,,,,,,
180718,2003,71.729,44.903,0,429.187,2,-3.163,,,,-8.942,0.0,0.964,2.352,4.146,2.0,0.482,1.176,4.043,-3.0,1.929,4.705,5.622,3.0,0,0,0,3,1,,,,,,
180719,2003,89.63,51.631,0,434.921,2,-5.026,1,,,-8.934,0.0,-0.485,2.067,4.158,2.0,-0.242,1.033,4.048,-3.0,-0.969,4.133,5.627,3.0,0,0,0,3,1,,,,,,
180723,2003,81.957,67.407,0,412.41,2,-4.414,1,,,-8.886,0.0,3.107,0.645,4.217,2.0,1.554,0.322,4.031,-3.0,6.213,1.29,5.592,3.0,0,0,0,2,2,,,,,,
180811,2003,84.24,32.857,0,323.011,2,-3.381,1,,,-7.966,-1.0,-1.159,1.038,5.197,1.0,-0.579,0.519,3.84,-4.0,-2.32,2.076,5.12,4.0,0,0,0,1,1,,,,,,
